nb_episodes,epsilon_rate,epsilon_min,epsilon_max,learning_rate,reward_discount_rate,decay_rate,avg_rewards,avg_steps
30000,1.0,0.01,1.0,0.6,0.9,0.1,6.77,14.23
30000,1.0,0.01,1.0,0.6,0.786,0.01,7.04,13.96
30000,1.0,0.01,1.0,0.6,0.786,0.03,7.03,13.97
30000,1.0,0.01,1.0,0.6,0.786,0.05,6.99,14.01
30000,1.0,0.01,1.0,0.6,0.786,0.07,7.05,13.95
30000,1.0,0.01,1.0,0.6,0.786,0.1,7.05,13.95
30000,1.0,0.01,1.0,0.6,0.618,0.01,6.94,20.65
30000,1.0,0.01,1.0,0.6,0.618,0.03,6.88,17.74
30000,1.0,0.01,1.0,0.6,0.618,0.05,6.69,19.26
30000,1.0,0.01,1.0,0.6,0.618,0.07,6.87,15.22
30000,1.0,0.01,1.0,0.6,0.618,0.1,6.67,14.33
30000,1.0,0.01,1.0,0.6,0.5,0.01,6.63,41.45
30000,1.0,0.01,1.0,0.6,0.5,0.03,6.93,39.98
30000,1.0,0.01,1.0,0.6,0.5,0.05,7.12,38.83
30000,1.0,0.01,1.0,0.6,0.5,0.07,6.92,24.09
30000,1.0,0.01,1.0,0.6,0.5,0.1,6.72,19.85
30000,1.0,0.01,1.0,0.6,0.382,0.01,7.46,62.48
30000,1.0,0.01,1.0,0.6,0.382,0.03,6.77,55.28
30000,1.0,0.01,1.0,0.6,0.382,0.05,7.06,51.16
30000,1.0,0.01,1.0,0.6,0.382,0.07,7.1,50.32
30000,1.0,0.01,1.0,0.6,0.382,0.1,7.14,50.35
30000,1.0,0.01,1.0,0.6,0.2,0.01,8.7,83.83
30000,1.0,0.01,1.0,0.6,0.2,0.03,8.46,82.88
30000,1.0,0.01,1.0,0.6,0.2,0.05,8.4,82.74
30000,1.0,0.01,1.0,0.6,0.2,0.07,8.88,82.22
30000,1.0,0.01,1.0,0.6,0.2,0.1,8.77,82.51
30000,1.0,0.01,1.0,0.6,0.1,0.01,10.69,91.78
30000,1.0,0.01,1.0,0.6,0.1,0.03,10.53,91.71
30000,1.0,0.01,1.0,0.6,0.1,0.05,10.45,91.38
30000,1.0,0.01,1.0,0.6,0.1,0.07,10.52,91.53
30000,1.0,0.01,1.0,0.6,0.1,0.1,10.52,93.85
30000,1.0,0.01,1.0,0.7,0.9,0.01,6.94,14.06
30000,1.0,0.01,1.0,0.7,0.9,0.03,7.02,13.98
30000,1.0,0.01,1.0,0.7,0.9,0.05,7.02,13.98
30000,1.0,0.01,1.0,0.7,0.9,0.07,7.02,13.98
30000,1.0,0.01,1.0,0.7,0.9,0.1,6.83,14.17
30000,1.0,0.01,1.0,0.7,0.786,0.01,6.83,14.17
30000,1.0,0.01,1.0,0.7,0.786,0.03,6.85,14.15
30000,1.0,0.01,1.0,0.7,0.786,0.05,6.82,14.18
30000,1.0,0.01,1.0,0.7,0.786,0.07,6.82,14.18
30000,1.0,0.01,1.0,0.7,0.786,0.1,7.02,13.98
30000,1.0,0.01,1.0,0.7,0.618,0.01,7.15,24.54
30000,1.0,0.01,1.0,0.7,0.618,0.03,7.04,20.31
30000,1.0,0.01,1.0,0.7,0.618,0.05,7.03,21.85
30000,1.0,0.01,1.0,0.7,0.618,0.07,7.27,20.32
30000,1.0,0.01,1.0,0.7,0.618,0.1,6.98,19.41
30000,1.0,0.01,1.0,0.7,0.5,0.01,7.71,51.41
30000,1.0,0.01,1.0,0.7,0.5,0.03,7.74,46.86
30000,1.0,0.01,1.0,0.7,0.5,0.05,7.67,42.63
30000,1.0,0.01,1.0,0.7,0.5,0.07,7.59,38.15
30000,1.0,0.01,1.0,0.7,0.5,0.1,7.57,38.69
30000,1.0,0.01,1.0,0.7,0.382,0.01,7.83,58.18
30000,1.0,0.01,1.0,0.7,0.382,0.03,7.88,58.07
30000,1.0,0.01,1.0,0.7,0.382,0.05,7.86,58.26
30000,1.0,0.01,1.0,0.7,0.382,0.07,7.95,56.03
30000,1.0,0.01,1.0,0.7,0.382,0.1,7.8,48.93
30000,1.0,0.01,1.0,0.7,0.2,0.01,7.62,68.38
30000,1.0,0.01,1.0,0.7,0.2,0.03,7.99,67.94
30000,1.0,0.01,1.0,0.7,0.2,0.05,7.71,66.5
30000,1.0,0.01,1.0,0.7,0.2,0.07,7.77,65.64
30000,1.0,0.01,1.0,0.7,0.2,0.1,7.79,63.01
30000,1.0,0.01,1.0,0.7,0.1,0.01,9.03,79.26
30000,1.0,0.01,1.0,0.7,0.1,0.03,9.03,79.31
30000,1.0,0.01,1.0,0.7,0.1,0.05,8.35,75.62
30000,1.0,0.01,1.0,0.7,0.1,0.07,8.54,75.84
30000,1.0,0.01,1.0,0.7,0.1,0.1,8.46,75.07
30000,1.0,0.01,1.0,0.8,0.9,0.01,6.98,14.02
30000,1.0,0.01,1.0,0.8,0.9,0.03,6.81,14.19
30000,1.0,0.01,1.0,0.8,0.9,0.05,7.02,13.98
30000,1.0,0.01,1.0,0.8,0.9,0.07,7.06,13.94
30000,1.0,0.01,1.0,0.8,0.9,0.1,6.81,14.19
30000,1.0,0.01,1.0,0.8,0.786,0.01,7.06,13.94
30000,1.0,0.01,1.0,0.8,0.786,0.03,6.83,14.17
30000,1.0,0.01,1.0,0.8,0.786,0.05,6.85,14.15
30000,1.0,0.01,1.0,0.8,0.786,0.07,6.84,14.16
30000,1.0,0.01,1.0,0.8,0.786,0.1,6.83,14.17
30000,1.0,0.01,1.0,0.8,0.618,0.01,7.13,25.7
30000,1.0,0.01,1.0,0.8,0.618,0.03,6.71,15.62
30000,1.0,0.01,1.0,0.8,0.618,0.05,6.68,15.98
30000,1.0,0.01,1.0,0.8,0.618,0.07,6.67,16.06
30000,1.0,0.01,1.0,0.8,0.618,0.1,6.9,15.01
30000,1.0,0.01,1.0,0.8,0.5,0.01,7.75,47.41
30000,1.0,0.01,1.0,0.8,0.5,0.03,7.56,41.24
30000,1.0,0.01,1.0,0.8,0.5,0.05,7.51,36.99
30000,1.0,0.01,1.0,0.8,0.5,0.07,7.58,36.34
30000,1.0,0.01,1.0,0.8,0.5,0.1,7.23,34.76
30000,1.0,0.01,1.0,0.8,0.382,0.01,7.43,48.78
30000,1.0,0.01,1.0,0.8,0.382,0.03,7.53,48.15
30000,1.0,0.01,1.0,0.8,0.382,0.05,7.79,47.55
30000,1.0,0.01,1.0,0.8,0.382,0.07,7.92,46.41
30000,1.0,0.01,1.0,0.8,0.382,0.1,7.81,44.85
30000,1.0,0.01,1.0,0.8,0.2,0.01,8.39,81.74
30000,1.0,0.01,1.0,0.8,0.2,0.03,8.45,81.81
30000,1.0,0.01,1.0,0.8,0.2,0.05,8.45,81.81
30000,1.0,0.01,1.0,0.8,0.2,0.07,8.53,81.45
30000,1.0,0.01,1.0,0.8,0.2,0.1,8.5,81.9
30000,1.0,0.01,1.0,0.8,0.1,0.01,11.5,93.21
30000,1.0,0.01,1.0,0.8,0.1,0.03,11.47,93.32
30000,1.0,0.01,1.0,0.8,0.1,0.05,11.48,93.26
30000,1.0,0.01,1.0,0.8,0.1,0.07,11.11,92.61
30000,1.0,0.01,1.0,0.8,0.1,0.1,10.09,89.51
30000,1.0,0.01,1.0,0.9,0.9,0.01,6.93,14.07
30000,1.0,0.01,1.0,0.9,0.9,0.03,6.76,14.24
30000,1.0,0.01,1.0,0.9,0.9,0.05,6.99,14.01
30000,1.0,0.01,1.0,0.9,0.9,0.07,6.99,14.01
30000,1.0,0.01,1.0,0.9,0.9,0.1,6.99,14.01
30000,1.0,0.01,1.0,0.9,0.786,0.01,6.8,14.2
30000,1.0,0.01,1.0,0.9,0.786,0.03,6.87,14.13
30000,1.0,0.01,1.0,0.9,0.786,0.05,7.04,13.96
30000,1.0,0.01,1.0,0.9,0.786,0.07,6.86,14.14
30000,1.0,0.01,1.0,0.9,0.786,0.1,6.86,14.14
30000,1.0,0.01,1.0,0.9,0.618,0.01,7.42,32.77
30000,1.0,0.01,1.0,0.9,0.618,0.03,7.31,25.59
30000,1.0,0.01,1.0,0.9,0.618,0.05,6.98,19.68
30000,1.0,0.01,1.0,0.9,0.618,0.07,7.02,16.9
30000,1.0,0.01,1.0,0.9,0.618,0.1,6.95,15.32
30000,1.0,0.01,1.0,0.9,0.5,0.01,6.92,38.88
30000,1.0,0.01,1.0,0.9,0.5,0.03,7.16,31.71
30000,1.0,0.01,1.0,0.9,0.5,0.05,6.97,25.45
30000,1.0,0.01,1.0,0.9,0.5,0.07,6.98,22.64
30000,1.0,0.01,1.0,0.9,0.5,0.1,7.0,19.55
30000,1.0,0.01,1.0,0.9,0.382,0.01,6.61,59.57
30000,1.0,0.01,1.0,0.9,0.382,0.03,6.82,51.12
30000,1.0,0.01,1.0,0.9,0.382,0.05,7.01,45.56
30000,1.0,0.01,1.0,0.9,0.382,0.07,7.21,44.16
30000,1.0,0.01,1.0,0.9,0.382,0.1,6.71,33.94
30000,1.0,0.01,1.0,0.9,0.2,0.01,9.57,82.5
30000,1.0,0.01,1.0,0.9,0.2,0.03,8.91,72.99
30000,1.0,0.01,1.0,0.9,0.2,0.05,8.64,74.67
30000,1.0,0.01,1.0,0.9,0.2,0.07,8.04,69.05
30000,1.0,0.01,1.0,0.9,0.2,0.1,7.77,59.72
30000,1.0,0.01,1.0,0.9,0.1,0.01,9.74,87.44
30000,1.0,0.01,1.0,0.9,0.1,0.03,8.56,85.92
30000,1.0,0.01,1.0,0.9,0.1,0.05,8.56,86.04
30000,1.0,0.01,1.0,0.9,0.1,0.07,8.53,85.84
30000,1.0,0.01,1.0,0.9,0.1,0.1,8.55,85.89
40000,1.0,0.01,1.0,0.5,0.9,0.01,6.99,14.01
40000,1.0,0.01,1.0,0.5,0.9,0.03,6.94,14.06
40000,1.0,0.01,1.0,0.5,0.9,0.05,7.0,14.0
40000,1.0,0.01,1.0,0.5,0.9,0.07,6.84,14.16
40000,1.0,0.01,1.0,0.5,0.9,0.1,7.01,13.99
40000,1.0,0.01,1.0,0.5,0.786,0.01,7.05,13.95
40000,1.0,0.01,1.0,0.5,0.786,0.03,6.81,14.19
40000,1.0,0.01,1.0,0.5,0.786,0.05,6.85,14.15
40000,1.0,0.01,1.0,0.5,0.786,0.07,6.84,14.16
40000,1.0,0.01,1.0,0.5,0.786,0.1,7.03,13.97
40000,1.0,0.01,1.0,0.5,0.618,0.01,6.88,22.6
40000,1.0,0.01,1.0,0.5,0.618,0.03,6.92,21.78
40000,1.0,0.01,1.0,0.5,0.618,0.05,6.84,19.73
40000,1.0,0.01,1.0,0.5,0.618,0.07,6.85,18.45
40000,1.0,0.01,1.0,0.5,0.618,0.1,6.81,16.45
40000,1.0,0.01,1.0,0.5,0.5,0.01,7.74,51.4
40000,1.0,0.01,1.0,0.5,0.5,0.03,7.35,45.85
40000,1.0,0.01,1.0,0.5,0.5,0.05,7.35,46.09
40000,1.0,0.01,1.0,0.5,0.5,0.07,7.54,45.87
40000,1.0,0.01,1.0,0.5,0.5,0.1,7.33,35.98
40000,1.0,0.01,1.0,0.5,0.382,0.01,7.23,54.98
40000,1.0,0.01,1.0,0.5,0.382,0.03,6.93,56.99
40000,1.0,0.01,1.0,0.5,0.382,0.05,7.04,55.62
40000,1.0,0.01,1.0,0.5,0.382,0.07,7.49,52.98
40000,1.0,0.01,1.0,0.5,0.382,0.1,7.57,53.1
40000,1.0,0.01,1.0,0.5,0.2,0.01,11.18,92.71
40000,1.0,0.01,1.0,0.5,0.2,0.03,9.7,83.86
40000,1.0,0.01,1.0,0.5,0.2,0.05,8.98,78.47
40000,1.0,0.01,1.0,0.5,0.2,0.07,8.48,74.35
40000,1.0,0.01,1.0,0.5,0.2,0.1,7.27,72.36
40000,1.0,0.01,1.0,0.5,0.1,0.01,7.09,85.52
40000,1.0,0.01,1.0,0.5,0.1,0.03,7.05,86.0
40000,1.0,0.01,1.0,0.5,0.1,0.05,7.03,85.68
40000,1.0,0.01,1.0,0.5,0.1,0.07,7.05,85.41
40000,1.0,0.01,1.0,0.5,0.1,0.1,7.02,85.69
40000,1.0,0.01,1.0,0.6,0.9,0.01,6.98,14.02
40000,1.0,0.01,1.0,0.6,0.9,0.03,6.83,14.17
40000,1.0,0.01,1.0,0.6,0.9,0.05,7.02,13.98
40000,1.0,0.01,1.0,0.6,0.9,0.07,6.82,14.18
40000,1.0,0.01,1.0,0.6,0.9,0.1,6.86,14.14
40000,1.0,0.01,1.0,0.6,0.786,0.01,6.84,14.16
40000,1.0,0.01,1.0,0.6,0.786,0.03,7.02,13.98
40000,1.0,0.01,1.0,0.6,0.786,0.05,7.01,13.99
40000,1.0,0.01,1.0,0.6,0.786,0.07,6.87,14.13
40000,1.0,0.01,1.0,0.6,0.786,0.1,7.02,13.98
40000,1.0,0.01,1.0,0.6,0.618,0.01,7.04,18.65
40000,1.0,0.01,1.0,0.6,0.618,0.03,6.89,19.46
40000,1.0,0.01,1.0,0.6,0.618,0.05,6.99,17.5
40000,1.0,0.01,1.0,0.6,0.618,0.07,7.13,17.72
40000,1.0,0.01,1.0,0.6,0.618,0.1,7.09,17.36
40000,1.0,0.01,1.0,0.6,0.5,0.01,6.78,46.19
40000,1.0,0.01,1.0,0.6,0.5,0.03,7.33,40.15
40000,1.0,0.01,1.0,0.6,0.5,0.05,7.45,36.83
40000,1.0,0.01,1.0,0.6,0.5,0.07,7.41,31.78
40000,1.0,0.01,1.0,0.6,0.5,0.1,7.16,30.47
40000,1.0,0.01,1.0,0.6,0.382,0.01,7.64,63.27
40000,1.0,0.01,1.0,0.6,0.382,0.03,7.47,59.13
40000,1.0,0.01,1.0,0.6,0.382,0.05,7.54,50.56
40000,1.0,0.01,1.0,0.6,0.382,0.07,7.22,38.91
40000,1.0,0.01,1.0,0.6,0.382,0.1,6.84,36.63
40000,1.0,0.01,1.0,0.6,0.2,0.01,7.98,78.73
40000,1.0,0.01,1.0,0.6,0.2,0.03,8.37,78.74
40000,1.0,0.01,1.0,0.6,0.2,0.05,8.37,76.62
40000,1.0,0.01,1.0,0.6,0.2,0.07,8.32,73.49
40000,1.0,0.01,1.0,0.6,0.2,0.1,8.45,68.58
40000,1.0,0.01,1.0,0.6,0.1,0.01,8.93,78.09
40000,1.0,0.01,1.0,0.6,0.1,0.03,8.94,77.27
40000,1.0,0.01,1.0,0.6,0.1,0.05,8.87,77.32
40000,1.0,0.01,1.0,0.6,0.1,0.07,8.89,77.51
40000,1.0,0.01,1.0,0.6,0.1,0.1,8.88,76.97
40000,1.0,0.01,1.0,0.7,0.9,0.01,7.01,13.99
40000,1.0,0.01,1.0,0.7,0.9,0.03,6.82,14.18
40000,1.0,0.01,1.0,0.7,0.9,0.05,7.04,13.96
40000,1.0,0.01,1.0,0.7,0.9,0.07,7.0,13.99
40000,1.0,0.01,1.0,0.7,0.9,0.1,6.81,14.19
40000,1.0,0.01,1.0,0.7,0.786,0.01,6.85,14.15
40000,1.0,0.01,1.0,0.7,0.786,0.03,6.83,14.17
40000,1.0,0.01,1.0,0.7,0.786,0.05,7.03,13.97
40000,1.0,0.01,1.0,0.7,0.786,0.07,6.85,14.15
40000,1.0,0.01,1.0,0.7,0.786,0.1,6.9,14.1
40000,1.0,0.01,1.0,0.7,0.618,0.01,6.66,18.04
40000,1.0,0.01,1.0,0.7,0.618,0.03,6.81,17.91
40000,1.0,0.01,1.0,0.7,0.618,0.05,6.85,17.32
40000,1.0,0.01,1.0,0.7,0.618,0.07,6.77,14.79
40000,1.0,0.01,1.0,0.7,0.618,0.1,7.01,14.54
40000,1.0,0.01,1.0,0.7,0.5,0.01,7.49,47.74
40000,1.0,0.01,1.0,0.7,0.5,0.03,7.44,40.31
40000,1.0,0.01,1.0,0.7,0.5,0.05,7.52,39.01
40000,1.0,0.01,1.0,0.7,0.5,0.07,7.41,35.65
40000,1.0,0.01,1.0,0.7,0.5,0.1,7.38,32.19
40000,1.0,0.01,1.0,0.7,0.382,0.01,7.74,54.98
40000,1.0,0.01,1.0,0.7,0.382,0.03,7.96,52.12
40000,1.0,0.01,1.0,0.7,0.382,0.05,7.7,44.27
40000,1.0,0.01,1.0,0.7,0.382,0.07,7.75,44.16
40000,1.0,0.01,1.0,0.7,0.382,0.1,7.38,37.45
40000,1.0,0.01,1.0,0.7,0.2,0.01,7.66,72.84
40000,1.0,0.01,1.0,0.7,0.2,0.03,6.88,70.8
40000,1.0,0.01,1.0,0.7,0.2,0.05,7.72,66.14
40000,1.0,0.01,1.0,0.7,0.2,0.07,7.93,61.13
40000,1.0,0.01,1.0,0.7,0.2,0.1,7.93,58.56
40000,1.0,0.01,1.0,0.7,0.1,0.01,12.0,94.18
40000,1.0,0.01,1.0,0.7,0.1,0.03,8.76,87.29
40000,1.0,0.01,1.0,0.7,0.1,0.05,8.93,84.39
40000,1.0,0.01,1.0,0.7,0.1,0.07,9.08,84.18
40000,1.0,0.01,1.0,0.7,0.1,0.1,9.03,82.25
40000,1.0,0.01,1.0,0.8,0.9,0.01,6.94,14.06
40000,1.0,0.01,1.0,0.8,0.9,0.03,7.02,13.98
40000,1.0,0.01,1.0,0.8,0.9,0.05,6.8,14.2
40000,1.0,0.01,1.0,0.8,0.9,0.07,6.82,14.18
40000,1.0,0.01,1.0,0.8,0.9,0.1,6.83,14.17
40000,1.0,0.01,1.0,0.8,0.786,0.01,6.85,14.15
40000,1.0,0.01,1.0,0.8,0.786,0.03,7.05,13.95
40000,1.0,0.01,1.0,0.8,0.786,0.05,6.86,14.14
40000,1.0,0.01,1.0,0.8,0.786,0.07,7.03,13.97
40000,1.0,0.01,1.0,0.8,0.786,0.1,6.86,14.14
40000,1.0,0.01,1.0,0.8,0.618,0.01,7.26,26.18
40000,1.0,0.01,1.0,0.8,0.618,0.03,7.07,21.69
40000,1.0,0.01,1.0,0.8,0.618,0.05,7.08,17.43
40000,1.0,0.01,1.0,0.8,0.618,0.07,6.95,14.59
40000,1.0,0.01,1.0,0.8,0.618,0.1,6.95,15.2
40000,1.0,0.01,1.0,0.8,0.5,0.01,7.88,42.87
40000,1.0,0.01,1.0,0.8,0.5,0.03,7.51,39.47
40000,1.0,0.01,1.0,0.8,0.5,0.05,7.51,37.44
40000,1.0,0.01,1.0,0.8,0.5,0.07,7.44,31.32
40000,1.0,0.01,1.0,0.8,0.5,0.1,7.28,27.29
40000,1.0,0.01,1.0,0.8,0.382,0.01,7.91,53.43
40000,1.0,0.01,1.0,0.8,0.382,0.03,7.89,55.93
40000,1.0,0.01,1.0,0.8,0.382,0.05,7.87,51.42
40000,1.0,0.01,1.0,0.8,0.382,0.07,8.08,49.97
40000,1.0,0.01,1.0,0.8,0.382,0.1,7.91,45.47
40000,1.0,0.01,1.0,0.8,0.2,0.01,7.09,62.21
40000,1.0,0.01,1.0,0.8,0.2,0.03,7.57,58.87
40000,1.0,0.01,1.0,0.8,0.2,0.05,7.33,52.85
40000,1.0,0.01,1.0,0.8,0.2,0.07,7.34,52.97
40000,1.0,0.01,1.0,0.8,0.2,0.1,7.5,52.79
40000,1.0,0.01,1.0,0.8,0.1,0.01,9.57,86.37
40000,1.0,0.01,1.0,0.8,0.1,0.03,9.76,85.91
40000,1.0,0.01,1.0,0.8,0.1,0.05,9.74,85.35
40000,1.0,0.01,1.0,0.8,0.1,0.07,9.76,84.98
40000,1.0,0.01,1.0,0.8,0.1,0.1,9.36,81.79
40000,1.0,0.01,1.0,0.9,0.9,0.01,7.02,13.98
40000,1.0,0.01,1.0,0.9,0.9,0.03,6.77,14.23
40000,1.0,0.01,1.0,0.9,0.9,0.05,7.02,13.98
40000,1.0,0.01,1.0,0.9,0.9,0.07,7.0,14.0
40000,1.0,0.01,1.0,0.9,0.9,0.1,7.04,13.96
40000,1.0,0.01,1.0,0.9,0.786,0.01,6.83,14.17
40000,1.0,0.01,1.0,0.9,0.786,0.03,7.03,13.97
40000,1.0,0.01,1.0,0.9,0.786,0.05,6.85,14.15
40000,1.0,0.01,1.0,0.9,0.786,0.07,6.85,14.15
40000,1.0,0.01,1.0,0.9,0.786,0.1,7.02,13.98
40000,1.0,0.01,1.0,0.9,0.618,0.01,7.36,25.27
40000,1.0,0.01,1.0,0.9,0.618,0.03,7.11,17.99
40000,1.0,0.01,1.0,0.9,0.618,0.05,6.94,18.11
40000,1.0,0.01,1.0,0.9,0.618,0.07,7.14,17.81
40000,1.0,0.01,1.0,0.9,0.618,0.1,7.14,17.27
40000,1.0,0.01,1.0,0.9,0.5,0.01,7.72,49.17
40000,1.0,0.01,1.0,0.9,0.5,0.03,6.87,28.9
40000,1.0,0.01,1.0,0.9,0.5,0.05,6.65,21.89
40000,1.0,0.01,1.0,0.9,0.5,0.07,6.86,15.86
40000,1.0,0.01,1.0,0.9,0.5,0.1,6.95,14.69
40000,1.0,0.01,1.0,0.9,0.382,0.01,8.41,66.96
40000,1.0,0.01,1.0,0.9,0.382,0.03,7.45,51.94
40000,1.0,0.01,1.0,0.9,0.382,0.05,7.5,39.45
40000,1.0,0.01,1.0,0.9,0.382,0.07,7.59,37.27
40000,1.0,0.01,1.0,0.9,0.382,0.1,7.29,29.76
40000,1.0,0.01,1.0,0.9,0.2,0.01,8.94,87.97
40000,1.0,0.01,1.0,0.9,0.2,0.03,8.29,82.51
40000,1.0,0.01,1.0,0.9,0.2,0.05,8.42,81.2
40000,1.0,0.01,1.0,0.9,0.2,0.07,8.45,79.84
40000,1.0,0.01,1.0,0.9,0.2,0.1,8.58,77.56
40000,1.0,0.01,1.0,0.9,0.1,0.01,12.18,94.53
40000,1.0,0.01,1.0,0.9,0.1,0.03,11.68,94.51
40000,1.0,0.01,1.0,0.9,0.1,0.05,9.14,91.2
40000,1.0,0.01,1.0,0.9,0.1,0.07,9.86,88.95
40000,1.0,0.01,1.0,0.9,0.1,0.1,8.92,85.39
50000,1.0,0.01,1.0,0.5,0.9,0.01,6.83,14.17
50000,1.0,0.01,1.0,0.5,0.9,0.03,7.03,13.97
50000,1.0,0.01,1.0,0.5,0.9,0.05,6.81,14.19
50000,1.0,0.01,1.0,0.5,0.9,0.07,6.84,14.16
50000,1.0,0.01,1.0,0.5,0.9,0.1,7.03,13.97
50000,1.0,0.01,1.0,0.5,0.786,0.01,6.84,14.16
50000,1.0,0.01,1.0,0.5,0.786,0.03,6.84,14.16
50000,1.0,0.01,1.0,0.5,0.786,0.05,6.83,14.17
50000,1.0,0.01,1.0,0.5,0.786,0.07,7.01,13.99
50000,1.0,0.01,1.0,0.5,0.786,0.1,7.03,13.97
50000,1.0,0.01,1.0,0.5,0.618,0.01,7.03,16.53
50000,1.0,0.01,1.0,0.5,0.618,0.03,6.69,15.44
50000,1.0,0.01,1.0,0.5,0.618,0.05,6.72,14.83
50000,1.0,0.01,1.0,0.5,0.618,0.07,6.72,14.28
50000,1.0,0.01,1.0,0.5,0.618,0.1,6.71,14.29
50000,1.0,0.01,1.0,0.5,0.5,0.01,6.47,33.41
50000,1.0,0.01,1.0,0.5,0.5,0.03,6.77,30.97
50000,1.0,0.01,1.0,0.5,0.5,0.05,6.44,31.28
50000,1.0,0.01,1.0,0.5,0.5,0.07,6.5,30.85
50000,1.0,0.01,1.0,0.5,0.5,0.1,6.82,28.46
50000,1.0,0.01,1.0,0.5,0.382,0.01,7.86,63.33
50000,1.0,0.01,1.0,0.5,0.382,0.03,8.21,54.38
50000,1.0,0.01,1.0,0.5,0.382,0.05,8.08,54.73
50000,1.0,0.01,1.0,0.5,0.382,0.07,7.91,55.52
50000,1.0,0.01,1.0,0.5,0.382,0.1,7.59,50.51
50000,1.0,0.01,1.0,0.5,0.2,0.01,7.81,77.76
50000,1.0,0.01,1.0,0.5,0.2,0.03,8.09,74.2
50000,1.0,0.01,1.0,0.5,0.2,0.05,7.55,70.15
50000,1.0,0.01,1.0,0.5,0.2,0.07,8.19,68.95
50000,1.0,0.01,1.0,0.5,0.2,0.1,8.14,68.92
50000,1.0,0.01,1.0,0.5,0.1,0.01,7.21,79.68
50000,1.0,0.01,1.0,0.5,0.1,0.03,7.01,78.64
50000,1.0,0.01,1.0,0.5,0.1,0.05,7.01,78.63
50000,1.0,0.01,1.0,0.5,0.1,0.07,7.24,77.51
50000,1.0,0.01,1.0,0.5,0.1,0.1,8.55,80.33
50000,1.0,0.01,1.0,0.6,0.9,0.01,7.02,13.98
50000,1.0,0.01,1.0,0.6,0.9,0.03,6.74,14.26
50000,1.0,0.01,1.0,0.6,0.9,0.05,7.02,13.98
50000,1.0,0.01,1.0,0.6,0.9,0.07,7.02,13.98
50000,1.0,0.01,1.0,0.6,0.9,0.1,6.82,14.18
50000,1.0,0.01,1.0,0.6,0.786,0.01,6.84,14.16
50000,1.0,0.01,1.0,0.6,0.786,0.03,6.86,14.14
50000,1.0,0.01,1.0,0.6,0.786,0.05,7.02,13.98
50000,1.0,0.01,1.0,0.6,0.786,0.07,7.02,13.98
50000,1.0,0.01,1.0,0.6,0.786,0.1,6.85,14.15
50000,1.0,0.01,1.0,0.6,0.618,0.01,6.84,14.72
50000,1.0,0.01,1.0,0.6,0.618,0.03,7.01,14.58
50000,1.0,0.01,1.0,0.6,0.618,0.05,6.98,14.02
50000,1.0,0.01,1.0,0.6,0.618,0.07,6.97,14.03
50000,1.0,0.01,1.0,0.6,0.618,0.1,6.99,14.01
50000,1.0,0.01,1.0,0.6,0.5,0.01,7.63,51.89
50000,1.0,0.01,1.0,0.6,0.5,0.03,7.66,47.95
50000,1.0,0.01,1.0,0.6,0.5,0.05,7.32,37.75
50000,1.0,0.01,1.0,0.6,0.5,0.07,7.19,36.55
50000,1.0,0.01,1.0,0.6,0.5,0.1,7.28,34.19
50000,1.0,0.01,1.0,0.6,0.382,0.01,7.51,56.65
50000,1.0,0.01,1.0,0.6,0.382,0.03,7.12,54.25
50000,1.0,0.01,1.0,0.6,0.382,0.05,6.81,51.37
50000,1.0,0.01,1.0,0.6,0.382,0.07,7.16,53.05
50000,1.0,0.01,1.0,0.6,0.382,0.1,7.27,39.79
50000,1.0,0.01,1.0,0.6,0.2,0.01,8.38,74.74
50000,1.0,0.01,1.0,0.6,0.2,0.03,8.58,74.61
50000,1.0,0.01,1.0,0.6,0.2,0.05,8.83,74.37
50000,1.0,0.01,1.0,0.6,0.2,0.07,8.36,72.68
50000,1.0,0.01,1.0,0.6,0.2,0.1,8.41,70.14
50000,1.0,0.01,1.0,0.6,0.1,0.01,8.81,89.89
50000,1.0,0.01,1.0,0.6,0.1,0.03,8.47,86.37
50000,1.0,0.01,1.0,0.6,0.1,0.05,8.49,85.96
50000,1.0,0.01,1.0,0.6,0.1,0.07,8.47,85.53
50000,1.0,0.01,1.0,0.6,0.1,0.1,8.42,85.9
50000,1.0,0.01,1.0,0.7,0.9,0.01,6.96,14.04
50000,1.0,0.01,1.0,0.7,0.9,0.03,7.03,13.97
50000,1.0,0.01,1.0,0.7,0.9,0.05,6.84,14.16
50000,1.0,0.01,1.0,0.7,0.9,0.07,6.85,14.15
50000,1.0,0.01,1.0,0.7,0.9,0.1,7.0,14.0
50000,1.0,0.01,1.0,0.7,0.786,0.01,7.03,13.97
50000,1.0,0.01,1.0,0.7,0.786,0.03,6.87,14.13
50000,1.0,0.01,1.0,0.7,0.786,0.05,7.04,13.96
50000,1.0,0.01,1.0,0.7,0.786,0.07,6.82,14.18
50000,1.0,0.01,1.0,0.7,0.786,0.1,6.84,14.16
50000,1.0,0.01,1.0,0.7,0.618,0.01,7.05,25.64
50000,1.0,0.01,1.0,0.7,0.618,0.03,6.9,14.66
50000,1.0,0.01,1.0,0.7,0.618,0.05,7.02,14.61
50000,1.0,0.01,1.0,0.7,0.618,0.07,6.82,15.07
50000,1.0,0.01,1.0,0.7,0.618,0.1,6.82,15.05
50000,1.0,0.01,1.0,0.7,0.5,0.01,7.49,40.71
50000,1.0,0.01,1.0,0.7,0.5,0.03,7.69,38.87
